GO.ID	Term
GO:0005938	Cell cortex
GO:0005940	Septin ring
GO:0005945	6-phosphofructokinase complex
GO:0005948	Acetolactate synthase complex
GO:0005951	Carbamoyl-phosphate synthase complex
GO:0005960	Glycine cleavage complex
GO:0005971	Ribonucleoside-diphosphate reductase complex
GO:0005975	Carbohydrate metabolic process
GO:0005976	Polysaccharide metabolic process
GO:0005977	Glycogen metabolic process
GO:0005978	Glycogen biosynthetic process
GO:0005980	Glycogen catabolic process
GO:0005984	Disaccharide metabolic process
GO:0005985	Sucrose metabolic process
GO:0005987	Sucrose catabolic process
GO:0005991	Trehalose metabolic process
GO:0005993	Trehalose catabolic process
GO:0005996	Monosaccharide metabolic process
GO:0005997	Xylulose metabolic process
GO:0005998	Xylulose catabolic process
GO:0006002	Fructose 6-phosphate metabolic process
GO:0006006	Glucose metabolic process
GO:0006007	Glucose catabolic process
GO:0006011	UDP-glucose metabolic process
GO:0006012	Galactose metabolic process
GO:0006014	D-ribose metabolic process
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
GO:0006020	Inositol metabolic process
GO:0006022	Aminoglycan metabolic process
GO:0006023	Aminoglycan biosynthetic process
GO:0006024	Glycosaminoglycan biosynthetic process
GO:0006026	Aminoglycan catabolic process
GO:0006027	Glycosaminoglycan catabolic process
GO:0006040	Amino sugar metabolic process
GO:0006041	Glucosamine metabolic process
GO:0006043	Glucosamine catabolic process
GO:0006044	N-acetylglucosamine metabolic process
GO:0006046	N-acetylglucosamine catabolic process
GO:0006047	UDP-N-acetylglucosamine metabolic process
GO:0006048	UDP-N-acetylglucosamine biosynthetic process
GO:0006054	N-acetylneuraminate metabolic process
GO:0006059	Hexitol metabolic process
GO:0006063	Uronic acid metabolic process
GO:0006064	Glucuronate catabolic process
GO:0006065	UDP-glucuronate biosynthetic process
GO:0006066	Alcohol metabolic process
GO:0006071	Glycerol metabolic process
GO:0006072	glycerol-3-phosphate metabolic process
GO:0006073	Cellular glucan metabolic process
GO:0006080	Substituted mannan metabolic process
GO:0006081	Cellular aldehyde metabolic process
GO:0006082	Organic acid metabolic process
GO:0006083	Acetate metabolic process
GO:0006084	acetyl-CoA metabolic process
GO:0006085	acetyl-CoA biosynthetic process
GO:0006086	acetyl-CoA biosynthetic process from pyruvate
GO:0006089	Lactate metabolic process
GO:0006090	Pyruvate metabolic process
GO:0006091	Generation of precursor metabolites and energy
GO:0006094	Gluconeogenesis
GO:0006096	Glycolytic process
GO:0006097	Glyoxylate cycle
GO:0006098	Pentose-phosphate shunt
GO:0006099	Tricarboxylic acid cycle
GO:0006101	Citrate metabolic process
GO:0006104	succinyl-CoA metabolic process
GO:0006106	Fumarate metabolic process
GO:0006108	Malate metabolic process
GO:0006109	Regulation of carbohydrate metabolic process
GO:0006112	Energy reserve metabolic process
GO:0006113	Fermentation
GO:0006116	NADH oxidation
GO:0006119	Oxidative phosphorylation
GO:0006139	Nucleobase-containing compound metabolic process
GO:0006141	Regulation of purine nucleobase metabolic process
GO:0006144	Purine nucleobase metabolic process
GO:0006145	Purine nucleobase catabolic process
GO:0006146	Adenine catabolic process
GO:0006147	Guanine catabolic process
GO:0006152	Purine nucleoside catabolic process
GO:0006163	Purine nucleotide metabolic process
GO:0006164	Purine nucleotide biosynthetic process
GO:0006165	Nucleoside diphosphate phosphorylation
GO:0006166	Purine ribonucleoside salvage
GO:0006167	AMP biosynthetic process
GO:0006168	Adenine salvage
GO:0006170	dAMP biosynthetic process
GO:0006171	cAMP biosynthetic process
GO:0006177	GMP biosynthetic process
GO:0006178	Guanine salvage
GO:0006183	GTP biosynthetic process
GO:0006188	IMP biosynthetic process
GO:0006189	De novo IMP biosynthetic process
GO:0006195	Purine nucleotide catabolic process
GO:0006203	dGTP catabolic process
GO:0006206	Pyrimidine nucleobase metabolic process
GO:0006207	De novo pyrimidine nucleobase biosynthetic process
GO:0006208	Pyrimidine nucleobase catabolic process
GO:0006210	Thymine catabolic process
GO:0006213	Pyrimidine nucleoside metabolic process
GO:0006216	Cytidine catabolic process
GO:0006220	Pyrimidine nucleotide metabolic process
GO:0006221	Pyrimidine nucleotide biosynthetic process
GO:0006222	UMP biosynthetic process
GO:0006223	Uracil salvage
GO:0006225	UDP biosynthetic process
GO:0006226	dUMP biosynthetic process
GO:0006227	dUDP biosynthetic process
GO:0006228	UTP biosynthetic process
GO:0006231	dTMP biosynthetic process
GO:0006233	dTDP biosynthetic process
GO:0006235	dTTP biosynthetic process
GO:0006241	CTP biosynthetic process
GO:0006244	Pyrimidine nucleotide catabolic process
GO:0006259	DNA metabolic process
GO:0006260	DNA replication
GO:0006261	DNA-templated DNA replication
GO:0006265	DNA topological change
GO:0006266	DNA ligation
GO:0006268	DNA unwinding involved in DNA replication
GO:0006269	DNA replication, synthesis of RNA primer
GO:0006270	DNA replication initiation
GO:0006271	DNA strand elongation involved in DNA replication
GO:0006273	Lagging strand elongation
GO:0006274	DNA replication termination
GO:0006275	Regulation of DNA replication
GO:0006281	DNA repair
GO:0006282	Regulation of DNA repair
GO:0006283	Transcription-coupled nucleotide-excision repair
GO:0006284	Base-excision repair
GO:0006285	Base-excision repair, AP site formation
GO:0006288	Base-excision repair, DNA ligation
GO:0006289	Nucleotide-excision repair
GO:0006290	Pyrimidine dimer repair
GO:0006298	Mismatch repair
GO:0006301	Postreplication repair
GO:0006302	Double-strand break repair
GO:0006303	Double-strand break repair via nonhomologous end joining
GO:0006304	DNA modification
GO:0006305	DNA alkylation
GO:0006306	DNA methylation
GO:0006307	DNA dealkylation involved in DNA repair
GO:0006308	DNA catabolic process
GO:0006310	DNA recombination
GO:0006313	Transposition, DNA-mediated
GO:0006314	Intron homing
GO:0006325	Chromatin organization
GO:0006338	Chromatin remodeling
GO:0006351	Transcription, DNA-templated
GO:0006352	DNA-templated transcription, initiation
GO:0006353	DNA-templated transcription, termination
GO:0006354	DNA-templated transcription, elongation
GO:0006355	Regulation of transcription, DNA-templated
GO:0006357	Regulation of transcription by RNA polymerase II
GO:0006364	rRNA processing
GO:0006382	Adenosine to inosine editing
GO:0006396	RNA processing
GO:0006397	mRNA processing
GO:0006399	tRNA metabolic process
GO:0006400	tRNA modification
GO:0006401	RNA catabolic process
GO:0006402	mRNA catabolic process
GO:0006412	Translation
GO:0006413	Translational initiation
GO:0006414	Translational elongation
GO:0006415	Translational termination
GO:0006417	Regulation of translation
GO:0006418	tRNA aminoacylation for protein translation
GO:0006419	alanyl-tRNA aminoacylation
GO:0006420	arginyl-tRNA aminoacylation
GO:0006421	asparaginyl-tRNA aminoacylation
GO:0006422	aspartyl-tRNA aminoacylation
GO:0006423	cysteinyl-tRNA aminoacylation
GO:0006424	glutamyl-tRNA aminoacylation
GO:0006426	glycyl-tRNA aminoacylation
GO:0006427	histidyl-tRNA aminoacylation
GO:0006428	isoleucyl-tRNA aminoacylation
GO:0006429	leucyl-tRNA aminoacylation
GO:0006430	lysyl-tRNA aminoacylation
GO:0006431	methionyl-tRNA aminoacylation
GO:0006432	phenylalanyl-tRNA aminoacylation
GO:0006433	prolyl-tRNA aminoacylation
GO:0006434	seryl-tRNA aminoacylation
GO:0006435	threonyl-tRNA aminoacylation
GO:0006436	tryptophanyl-tRNA aminoacylation
GO:0006437	tyrosyl-tRNA aminoacylation
GO:0006438	valyl-tRNA aminoacylation
GO:0006446	Regulation of translational initiation
GO:0006448	Regulation of translational elongation
GO:0006450	Regulation of translational fidelity
GO:0006457	Protein folding
GO:0006458	De novo protein folding
GO:0006465	Signal peptide processing
GO:0006468	Protein phosphorylation
GO:0006470	Protein dephosphorylation
GO:0006473	Protein acetylation
GO:0006474	N-terminal protein amino acid acetylation
GO:0006476	Protein deacetylation
GO:0006479	Protein methylation
GO:0006481	C-terminal protein methylation
GO:0006482	Protein demethylation
GO:0006486	Protein glycosylation
GO:0006487	Protein N-linked glycosylation
GO:0006508	Proteolysis
GO:0006515	Protein quality control for misfolded or incompletely synthesized proteins
GO:0006518	Peptide metabolic process
GO:0006520	Cellular amino acid metabolic process
GO:0006522	Alanine metabolic process
GO:0006523	Alanine biosynthetic process
GO:0006524	Alanine catabolic process
GO:0006525	Arginine metabolic process
GO:0006526	Arginine biosynthetic process
GO:0006527	Arginine catabolic process
GO:0006528	Asparagine metabolic process
GO:0006529	Asparagine biosynthetic process
GO:0006530	Asparagine catabolic process
GO:0006531	Aspartate metabolic process
GO:0006534	Cysteine metabolic process
GO:0006535	Cysteine biosynthetic process from serine
GO:0006536	Glutamate metabolic process
GO:0006537	Glutamate biosynthetic process
GO:0006538	Glutamate catabolic process
GO:0006541	Glutamine metabolic process
GO:0006542	Glutamine biosynthetic process
GO:0006543	Glutamine catabolic process
GO:0006544	Glycine metabolic process
GO:0006545	Glycine biosynthetic process
GO:0006546	Glycine catabolic process
GO:0006547	Histidine metabolic process
GO:0006548	Histidine catabolic process
GO:0006549	Isoleucine metabolic process
GO:0006551	Leucine metabolic process
GO:0006552	Leucine catabolic process
GO:0006553	Lysine metabolic process
GO:0006554	Lysine catabolic process
GO:0006555	Methionine metabolic process
GO:0006556	S-adenosylmethionine biosynthetic process
GO:0006558	L-phenylalanine metabolic process
GO:0006560	Proline metabolic process
GO:0006561	Proline biosynthetic process
GO:0006562	Proline catabolic process
GO:0006563	L-serine metabolic process
GO:0006564	L-serine biosynthetic process
GO:0006565	L-serine catabolic process
GO:0006566	Threonine metabolic process
GO:0006567	Threonine catabolic process
GO:0006568	Tryptophan metabolic process
GO:0006570	Tyrosine metabolic process
GO:0006571	Tyrosine biosynthetic process
GO:0006573	Valine metabolic process
GO:0006574	Valine catabolic process
GO:0006575	Cellular modified amino acid metabolic process
GO:0006576	Cellular biogenic amine metabolic process
GO:0006577	Amino-acid betaine metabolic process
GO:0006578	Amino-acid betaine biosynthetic process
GO:0006586	Indolalkylamine metabolic process
GO:0006591	Ornithine metabolic process
GO:0006592	Ornithine biosynthetic process
GO:0006595	Polyamine metabolic process
GO:0006596	Polyamine biosynthetic process
GO:0006598	Polyamine catabolic process
GO:0006599	Phosphagen metabolic process
GO:0006603	Phosphocreatine metabolic process
GO:0006605	Protein targeting
GO:0006612	Protein targeting to membrane
GO:0006613	Cotranslational protein targeting to membrane
GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
GO:0006629	Lipid metabolic process
GO:0006631	Fatty acid metabolic process
GO:0006633	Fatty acid biosynthetic process
GO:0006635	Fatty acid beta-oxidation
GO:0006637	acyl-CoA metabolic process
GO:0006643	Membrane lipid metabolic process
GO:0006644	Phospholipid metabolic process
GO:0006646	Phosphatidylethanolamine biosynthetic process
GO:0006650	Glycerophospholipid metabolic process
GO:0006654	Phosphatidic acid biosynthetic process
GO:0006655	Phosphatidylglycerol biosynthetic process
GO:0006661	Phosphatidylinositol biosynthetic process
GO:0006664	Glycolipid metabolic process
GO:0006665	Sphingolipid metabolic process
GO:0006706	Steroid catabolic process
GO:0006707	Cholesterol catabolic process
GO:0006720	Isoprenoid metabolic process
GO:0006721	Terpenoid metabolic process
GO:0006722	Triterpenoid metabolic process
GO:0006725	Cellular aromatic compound metabolic process
GO:0006729	Tetrahydrobiopterin biosynthetic process
GO:0006730	One-carbon metabolic process
GO:0006734	NADH metabolic process
GO:0006735	NADH regeneration
GO:0006739	NADP metabolic process
GO:0006740	NADPH regeneration
GO:0006741	NADP biosynthetic process
GO:0006743	Ubiquinone metabolic process
GO:0006744	Ubiquinone biosynthetic process
GO:0006747	FAD biosynthetic process
GO:0006749	Glutathione metabolic process
GO:0006750	Glutathione biosynthetic process
GO:0006751	Glutathione catabolic process
GO:0006753	Nucleoside phosphate metabolic process
GO:0006754	ATP biosynthetic process
GO:0006757	ATP generation from ADP
GO:0006760	Folic acid-containing compound metabolic process
GO:0006761	Dihydrofolate biosynthetic process
GO:0006766	Vitamin metabolic process
GO:0006767	Water-soluble vitamin metabolic process
GO:0006768	Biotin metabolic process
GO:0006771	Riboflavin metabolic process
GO:0006772	Thiamine metabolic process
GO:0006775	Fat-soluble vitamin metabolic process
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0006778	Porphyrin-containing compound metabolic process
GO:0006779	Porphyrin-containing compound biosynthetic process
GO:0006780	Uroporphyrinogen III biosynthetic process
GO:0006782	Protoporphyrinogen IX biosynthetic process
GO:0006783	Heme biosynthetic process
GO:0006784	Heme A biosynthetic process
GO:0006790	Sulfur compound metabolic process
GO:0006793	Phosphorus metabolic process
GO:0006796	Phosphate-containing compound metabolic process
GO:0006801	Superoxide metabolic process
GO:0006805	Xenobiotic metabolic process
GO:0006807	Nitrogen compound metabolic process
GO:0006808	Regulation of nitrogen utilization
GO:0006809	Nitric oxide biosynthetic process
GO:0006810	Transport
GO:0006811	Ion transport
GO:0006812	Cation transport
GO:0006813	Potassium ion transport
GO:0006814	Sodium ion transport
GO:0006816	Calcium ion transport
GO:0006817	Phosphate ion transport
GO:0006820	Anion transport
GO:0006821	Chloride transport
GO:0006824	Cobalt ion transport
GO:0006825	Copper ion transport
GO:0006826	Iron ion transport
GO:0006828	Manganese ion transport
GO:0006829	Zinc ion transport
GO:0006835	Dicarboxylic acid transport
GO:0006842	Tricarboxylic acid transport
GO:0006846	Acetate transport
GO:0006847	Plasma membrane acetate transport
GO:0006857	Oligopeptide transport
GO:0006863	Purine nucleobase transport
GO:0006865	Amino acid transport
GO:0006869	Lipid transport
GO:0006873	Cellular ion homeostasis
GO:0006874	Cellular calcium ion homeostasis
GO:0006875	Cellular metal ion homeostasis
GO:0006879	Cellular iron ion homeostasis
GO:0006884	Cell volume homeostasis
GO:0006885	Regulation of pH
GO:0006886	Intracellular protein transport
GO:0006935	Chemotaxis
GO:0006950	Response to stress
GO:0006952	Defense response
GO:0006970	Response to osmotic stress
GO:0006974	Cellular response to DNA damage stimulus
GO:0006979	Response to oxidative stress
GO:0006996	Organelle organization
GO:0007010	Cytoskeleton organization
GO:0007049	Cell cycle
GO:0007059	Chromosome segregation
GO:0007062	Sister chromatid cohesion
GO:0007154	Cell communication
GO:0007155	Cell adhesion
GO:0007165	Signal transduction
GO:0007231	Osmosensory signaling pathway
GO:0007234	Osmosensory signaling via phosphorelay pathway
GO:0007267	Cell-cell signaling
GO:0007584	Response to nutrient
GO:0008028	Monocarboxylic acid transmembrane transporter activity
GO:0008033	tRNA processing
GO:0008047	Enzyme activator activity
GO:0008061	Chitin binding
GO:0008079	Translation termination factor activity
GO:0008080	N-acetyltransferase activity
GO:0008081	Phosphoric diester hydrolase activity
GO:0008094	ATP-dependent activity, acting on DNA
GO:0008097	5S rRNA binding
GO:0008104	Protein localization
GO:0008106	Alcohol dehydrogenase (NADP+) activity
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0008113	Peptide-methionine (S)-S-oxide reductase activity
GO:0008127	Quercetin 2,3-dioxygenase activity
GO:0008134	Transcription factor binding
GO:0008135	Translation factor activity, RNA binding
GO:0008137	NADH dehydrogenase (ubiquinone) activity
GO:0008152	Metabolic process
GO:0008156	Negative regulation of DNA replication
GO:0008168	Methyltransferase activity
GO:0008169	C-methyltransferase activity
GO:0008170	N-methyltransferase activity
GO:0008171	O-methyltransferase activity
GO:0008172	S-methyltransferase activity
GO:0008173	RNA methyltransferase activity
GO:0008175	tRNA methyltransferase activity
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
GO:0008177	Succinate dehydrogenase (ubiquinone) activity
GO:0008184	Glycogen phosphorylase activity
GO:0008186	ATP-dependent activity, acting on RNA
GO:0008194	UDP-glycosyltransferase activity
GO:0008198	Ferrous iron binding
